,city,day,convrate,avspend,visits,Gsearchprod,online_purchases,sales
680,Naples,2019-05-29,0.5539999999999999,29.38,25933,1099,14366.881999999998,422098.9931599999
681,Milan,2019-05-30,0.647,47.78,36651,9615,23713.197,1133016.55266
682,Rome,2019-05-30,0.499,38.1,16275,5304,8121.225,309418.67250000004
683,Naples,2019-05-30,0.38799999999999996,44.18,26160,1189,10150.079999999998,448430.5343999999
684,Milan,2019-05-31,0.7040000000000001,42.78,36347,9692,25588.288000000004,1094666.9606400002
685,Rome,2019-05-31,0.49700000000000005,42.75,16406,5208,8153.782000000001,348574.1805
686,Naples,2019-05-31,0.72,22.6,25839,835,18604.079999999998,420452.208
687,Milan,2019-06-01,0.715,42.59,36318,9665,25967.37,1105950.2883000001
688,Rome,2019-06-01,0.375,56.13,16550,5279,6206.25,348356.8125
689,Naples,2019-06-01,0.415,42.77,25948,972,10768.42,460565.32340000005
690,Milan,2019-06-02,0.657,50.68,36757,9796,24149.349000000002,1223889.00732
691,Rome,2019-06-02,0.493,41.94,16903,5209,8333.179,349493.52726
692,Naples,2019-06-02,0.542,29.01,26158,1265,14177.636,411293.22036000004
693,Milan,2019-06-03,0.41100000000000003,70.9,36756,9588,15106.716,1071066.1644000001
694,Rome,2019-06-03,0.649,30.73,16743,5269,10866.207,333918.54111
695,Naples,2019-06-03,0.48100000000000004,35.96,26264,1224,12632.984,454282.10464000003
696,Milan,2019-06-04,0.49700000000000005,61.15,36557,9599,18168.829,1111023.89335
697,Rome,2019-06-04,0.648,29.39,16756,5259,10857.888,319113.32832000003
698,Naples,2019-06-04,0.48200000000000004,32.94,25892,1077,12479.944000000001,411089.35536
699,Milan,2019-06-05,0.484,64.25,36670,9617,17748.28,1140326.99
700,Rome,2019-06-05,0.682,31.36,16500,5174,11253.0,352894.08
701,Naples,2019-06-05,0.442,34.57,25966,1286,11476.972,396758.92204
702,Milan,2019-06-06,0.596,52.5,36702,9671,21874.392,1148405.58
703,Rome,2019-06-06,0.469,41.79,16784,5301,7871.696,328958.17584
704,Naples,2019-06-06,0.603,25.55,25709,1079,15502.527,396089.56485
705,Milan,2019-06-07,0.635,47.02,36642,9619,23267.670000000002,1094045.8434000001
706,Rome,2019-06-07,0.579,31.9,16555,5260,9585.345,305772.50549999997
707,Naples,2019-06-07,0.637,24.96,25460,1077,16218.02,404801.77920000005
708,Milan,2019-06-08,0.7040000000000001,43.38,36542,9696,25725.568000000003,1115975.1398400003
709,Rome,2019-06-08,0.426,47.15,16483,5313,7021.758,331075.8897
710,Naples,2019-06-08,0.609,28.33,25460,1067,15505.14,439260.61619999993
711,Milan,2019-06-09,0.488,60.23,36940,9592,18026.72,1085749.3456000001
712,Rome,2019-06-09,0.359,59.75,16728,5396,6005.352,358819.782
713,Naples,2019-06-09,0.6509999999999999,23.1,25996,1445,16923.395999999997,390930.44759999996
714,Milan,2019-06-10,0.564,51.83,36903,9661,20813.291999999998,1078752.9243599998
715,Rome,2019-06-10,0.643,30.72,16480,5347,10596.64,325528.78079999995
716,Naples,2019-06-10,0.368,40.29,25774,1101,9484.832,382143.88128000003
717,Milan,2019-06-11,0.37200000000000005,85.45,36696,9654,13650.912000000002,1166470.4304000002
718,Rome,2019-06-11,0.376,57.13,16386,5370,6161.136,351985.69968
719,Naples,2019-06-11,0.738,23.91,25759,1203,19010.142,454532.49522
720,Milan,2019-06-12,0.7240000000000001,43.22,36586,9660,26488.264000000003,1144822.7700800002
721,Rome,2019-06-12,0.516,39.47,16730,5332,8632.68,340731.8796
722,Naples,2019-06-12,0.55,30.02,25999,1226,14299.45,429269.489
723,Milan,2019-06-13,0.387,77.77,36544,9659,14142.528,1099864.40256
724,Rome,2019-06-13,0.614,30.85,16706,5198,10257.484,316443.3814
725,Naples,2019-06-13,0.41700000000000004,41.05,25787,1047,10753.179,441417.99795
726,Milan,2019-06-14,0.43,68.48,36515,9690,15701.449999999999,1075235.296
727,Rome,2019-06-14,0.545,37.24,16336,5243,8903.12,331552.18880000006
728,Naples,2019-06-14,0.642,24.82,25969,1244,16672.098,413801.4723600001
729,Milan,2019-06-15,0.366,83.12,36401,9632,13322.766,1107388.3099200001
730,Rome,2019-06-15,0.524,40.08,16705,5339,8753.42,350837.0736
731,Naples,2019-06-15,0.41700000000000004,41.54,26032,1159,10855.344000000001,450930.98976
732,Milan,2019-06-16,0.7120000000000001,43.75,36570,9659,26037.840000000004,1139155.5000000002
733,Rome,2019-06-16,0.501,40.66,16810,5264,8421.81,342430.79459999996
734,Naples,2019-06-16,0.5529999999999999,27.82,26033,1038,14396.248999999998,400503.64717999997
735,Milan,2019-06-17,0.6829999999999999,44.32,36577,9638,24982.090999999997,1107206.2731199998
736,Rome,2019-06-17,0.435,45.24,16800,5347,7308.0,330613.92000000004
737,Naples,2019-06-17,0.506,32.24,25879,1095,13094.774,422175.51376
738,Milan,2019-06-18,0.647,42.11,36724,9677,23760.428,1000551.6230799999
739,Rome,2019-06-18,0.49700000000000005,40.54,16744,5257,8321.768,337364.47472
740,Naples,2019-06-18,0.38799999999999996,43.79,25791,1139,10006.908,438202.50132
741,Milan,2019-06-19,0.5329999999999999,55.52,36768,9640,19597.343999999997,1088044.53888
742,Rome,2019-06-19,0.665,29.74,16689,5276,11098.185000000001,330060.02190000005
743,Naples,2019-06-19,0.5660000000000001,29.46,25676,1155,14532.616000000002,428130.8673600001
744,Milan,2019-06-20,0.506,58.11,36501,9562,18469.506,1073262.9936600002
745,Rome,2019-06-20,0.6629999999999999,31.26,16433,5246,10895.078999999998,340580.16954
746,Naples,2019-06-20,0.627,27.53,25538,905,16012.326000000001,440819.33478000003
747,Milan,2019-06-21,0.56,54.77,36733,9710,20570.480000000003,1126645.1896000002
748,Rome,2019-06-21,0.551,37.83,16500,5280,9091.5,343931.445
749,Naples,2019-06-21,0.433,35.94,25739,1482,11144.987,400550.83277999994
750,Milan,2019-06-22,0.608,49.07,36729,9632,22331.232,1095793.55424
751,Rome,2019-06-22,0.45,43.36,16527,5240,7437.150000000001,322474.824
752,Naples,2019-06-22,0.75,20.33,25604,1060,19203.0,390396.99
753,Milan,2019-06-23,0.5660000000000001,52.33,36912,9689,20892.192000000003,1093288.40736
754,Rome,2019-06-23,0.56,38.91,16730,5307,9368.800000000001,364540.00800000003
755,Naples,2019-06-23,0.547,28.19,25969,1200,14205.043000000001,400440.1621700001
756,Milan,2019-06-24,0.384,75.84,36828,9634,14141.952000000001,1072525.63968
757,Rome,2019-06-24,0.674,27.48,16472,5247,11102.128,305086.47744000005
758,Naples,2019-06-24,0.611,27.54,26030,1110,15904.33,438005.2482
759,Milan,2019-06-25,0.35200000000000004,86.35,36868,9676,12977.536000000002,1120610.2336000002
760,Rome,2019-06-25,0.6679999999999999,29.54,16463,5305,10997.284,324859.76936
761,Naples,2019-06-25,0.47,36.74,26238,1287,12331.859999999999,453072.5364
762,Milan,2019-06-26,0.49,62.01,36837,9788,18050.13,1119288.5613
763,Rome,2019-06-26,0.38799999999999996,49.62,16949,5489,6576.2119999999995,326311.63943999994
764,Naples,2019-06-26,0.516,32.47,26191,1311,13514.556,438817.63332
765,Milan,2019-06-27,0.39899999999999997,79.19,36746,9708,14661.653999999999,1161056.3802599998
766,Rome,2019-06-27,0.505,35.64,16803,5315,8485.515,302423.7546
767,Naples,2019-06-27,0.507,32.8,25679,978,13019.253,427031.4984
768,Milan,2019-06-28,0.402,76.93,36602,9643,14714.004,1131948.3277200002
769,Rome,2019-06-28,0.428,51.59,17062,5553,7302.536,376737.83224
770,Naples,2019-06-28,0.738,20.32,25666,1058,18941.507999999998,384891.44255999994
771,Milan,2019-06-29,0.615,49.83,36606,9693,22512.69,1121807.3427
772,Rome,2019-06-29,0.451,41.94,16763,5200,7560.113,317071.13922
773,Naples,2019-06-29,0.547,29.66,25615,1127,14011.405,415578.2723
774,Milan,2019-06-30,0.715,41.97,36585,9613,26158.274999999998,1097862.8017499999
775,Rome,2019-06-30,0.664,30.03,16755,5303,11125.32,334093.3596
776,Naples,2019-06-30,0.6,25.52,25723,1158,15433.8,393870.576
777,Milan,2019-07-01,0.647,48.02,36578,9677,23665.966,1136439.68732
778,Rome,2019-07-01,0.721,30.11,16604,5200,11971.484,360461.38324
779,Naples,2019-07-01,0.40700000000000003,41.49,25710,1172,10463.970000000001,434150.11530000006
780,Milan,2019-07-02,0.596,48.99,36340,9640,21658.64,1061056.7736
781,Rome,2019-07-02,0.698,30.06,16555,5261,11555.39,347355.02339999995
782,Naples,2019-07-02,0.469,30.25,26088,1250,12235.271999999999,370116.97799999994
783,Milan,2019-07-03,0.457,68.09,36649,9624,16748.593,1140411.6973700002
784,Rome,2019-07-03,0.40700000000000003,48.0,16896,5397,6876.6720000000005,330080.25600000005
785,Naples,2019-07-03,0.732,23.93,25894,1166,18954.408,453578.98344
786,Milan,2019-07-04,0.513,61.05,36543,9638,18746.559,1144477.42695
787,Rome,2019-07-04,0.5479999999999999,34.09,16709,5303,9156.532,312146.17588
788,Naples,2019-07-04,0.519,31.91,25974,1072,13480.506000000001,430162.94646000006
789,Milan,2019-07-05,0.5710000000000001,52.55,36504,9673,20843.784000000003,1095340.8492
790,Rome,2019-07-05,0.659,29.62,16731,5433,11025.729000000001,326582.0929800001
791,Naples,2019-07-05,0.47600000000000003,33.87,25637,1140,12203.212000000001,413322.79044
792,Milan,2019-07-06,0.452,67.08,36497,9694,16496.644,1106594.87952
793,Rome,2019-07-06,0.501,38.65,16641,5352,8337.141,322230.49964999995
794,Naples,2019-07-06,0.6409999999999999,26.92,25489,1152,16338.448999999997,439831.04707999993
795,Milan,2019-07-07,0.38299999999999995,78.25,36715,9792,14061.844999999998,1100339.3712499999
796,Rome,2019-07-07,0.5579999999999999,34.72,16873,5433,9415.133999999998,326893.4524799999
797,Naples,2019-07-07,0.521,32.12,25446,1005,13257.366,425826.59592
798,Milan,2019-07-08,0.516,55.86,36824,9674,19001.184,1061406.13824
799,Rome,2019-07-08,0.71,29.09,16731,5391,11879.01,345560.4009
800,Naples,2019-07-08,0.547,31.56,25481,1147,13938.107000000002,439886.65692000004
801,Milan,2019-07-09,0.436,72.88,36883,9706,16080.988,1171982.40544
802,Rome,2019-07-09,0.7240000000000001,31.93,16617,5399,12030.708000000002,384140.5064400001
803,Naples,2019-07-09,0.537,27.66,25463,1019,13673.631000000001,378212.63346000004
804,Milan,2019-07-10,0.659,46.99,36976,9822,24367.184,1145013.97616
805,Rome,2019-07-10,0.541,38.21,16635,5369,8999.535,343872.23235
806,Naples,2019-07-10,0.579,27.41,25536,1340,14785.344,405266.27904
807,Milan,2019-07-11,0.61,49.09,36797,9660,22446.17,1101882.4853
808,Rome,2019-07-11,0.545,37.31,16701,5338,9102.045,339597.29895
809,Naples,2019-07-11,0.508,30.71,25774,1226,13093.192000000001,402091.92632
810,Milan,2019-07-12,0.726,40.28,36675,9785,26626.05,1072497.294
811,Rome,2019-07-12,0.564,32.33,16868,5374,9513.552,307573.13616
812,Naples,2019-07-12,0.43700000000000006,35.74,25821,1117,11283.777000000002,403282.1899800001
813,Milan,2019-07-13,0.36,83.79,36627,9597,13185.72,1104831.4788
814,Rome,2019-07-13,0.586,36.2,16776,5319,9830.735999999999,355872.6432
815,Naples,2019-07-13,0.381,43.82,25680,1080,9784.08,428738.3856
816,Milan,2019-07-14,0.662,44.92,36739,9726,24321.218,1092509.11256
817,Rome,2019-07-14,0.701,28.92,16915,5266,11857.414999999999,342916.4418
818,Naples,2019-07-14,0.6779999999999999,23.14,26067,1236,17673.426,408963.07764
819,Milan,2019-07-15,0.444,68.38,36828,9661,16351.632,1118124.59616
820,Rome,2019-07-15,0.742,24.51,16858,5350,12508.636,306586.66836
821,Naples,2019-07-15,0.679,23.0,25995,1156,17650.605,405963.915
822,Milan,2019-07-16,0.6709999999999999,44.69,36698,9689,24624.357999999997,1100462.5590199998
823,Rome,2019-07-16,0.73,27.68,16411,5191,11980.029999999999,331607.23039999994
824,Naples,2019-07-16,0.6779999999999999,25.39,25975,1220,17611.05,447144.5595
825,Milan,2019-07-17,0.5329999999999999,58.3,36814,9852,19621.861999999997,1143954.5545999997
826,Rome,2019-07-17,0.71,28.14,16337,5239,11599.269999999999,326403.4578
827,Naples,2019-07-17,0.588,28.22,26020,1189,15299.759999999998,431759.22719999996
828,Milan,2019-07-18,0.43200000000000005,71.07,36736,9717,15869.952000000001,1127877.4886399999
829,Rome,2019-07-18,0.713,26.57,16670,5430,11885.71,315803.3147
830,Naples,2019-07-18,0.534,32.26,25970,1117,13867.980000000001,447381.0348
831,Milan,2019-07-19,0.597,54.14,36940,9734,22053.18,1193959.1652
832,Rome,2019-07-19,0.496,43.1,16650,5291,8258.4,355937.04
833,Naples,2019-07-19,0.535,31.88,25721,988,13760.735,438692.2318
834,Milan,2019-07-20,0.48100000000000004,64.4,36827,9702,17713.787,1140767.8828
835,Rome,2019-07-20,0.36700000000000005,56.13,16743,5324,6144.6810000000005,344900.94453000004
836,Naples,2019-07-20,0.504,31.72,25778,1230,12992.112000000001,412109.79264
837,Milan,2019-07-21,0.6679999999999999,45.29,37024,9735,24732.031999999996,1120113.7292799999
838,Rome,2019-07-21,0.36700000000000005,53.38,16723,5204,6137.341000000001,327611.2625800001
839,Naples,2019-07-21,0.392,38.8,25943,1245,10169.656,394582.6528
840,Milan,2019-07-22,0.6829999999999999,45.31,37152,9650,25374.816,1149732.91296
841,Rome,2019-07-22,0.369,61.05,16595,5337,6123.555,373843.03275
842,Naples,2019-07-22,0.423,37.44,25933,1238,10969.659,410704.03296
843,Milan,2019-07-23,0.355,86.39,36989,9762,13131.095,1134395.29705
844,Rome,2019-07-23,0.552,38.74,16681,5449,9207.912,356714.51088
845,Naples,2019-07-23,0.379,41.82,25677,1187,9731.583,406974.80106
846,Milan,2019-07-24,0.42700000000000005,74.36,36859,9729,15738.793000000001,1170336.64748
847,Rome,2019-07-24,0.418,48.45,16583,5218,6931.6939999999995,335840.5743
848,Naples,2019-07-24,0.47,35.36,25711,1248,12084.17,427296.2512
849,Milan,2019-07-25,0.39299999999999996,75.06,36958,9786,14524.493999999999,1090208.5196399998
850,Rome,2019-07-25,0.597,34.47,16740,5471,9993.779999999999,344485.59659999993
851,Naples,2019-07-25,0.45,32.61,25609,1193,11524.050000000001,375799.27050000004
852,Milan,2019-07-26,0.5579999999999999,54.47,36934,9715,20609.172,1122581.5988399999
853,Rome,2019-07-26,0.39399999999999996,50.08,16793,5369,6616.441999999999,331351.4153599999
854,Naples,2019-07-26,0.44299999999999995,39.21,25475,1204,11285.425,442501.51425
855,Milan,2019-07-27,0.43700000000000006,68.74,36944,9737,16144.528000000002,1109774.85472
856,Rome,2019-07-27,0.711,29.24,16950,5362,12051.449999999999,352384.3979999999
857,Naples,2019-07-27,0.54,29.14,25716,1241,13886.640000000001,404656.68960000004
858,Milan,2019-07-28,0.51,59.22,37104,9738,18923.04,1120622.4288
859,Rome,2019-07-28,0.541,35.66,16854,5306,9118.014000000001,325148.37924
860,Naples,2019-07-28,0.677,22.23,25987,1293,17593.199,391096.81377
861,Milan,2019-07-29,0.715,41.8,37288,9758,26660.92,1114426.4559999998
862,Rome,2019-07-29,0.365,55.41,16795,5392,6130.175,339672.99675
863,Naples,2019-07-29,0.48100000000000004,36.14,26325,1223,12662.325,457616.4255
864,Milan,2019-07-30,0.521,59.36,37126,9807,19342.646,1148179.46656
865,Rome,2019-07-30,0.446,44.58,16907,5486,7540.522,336156.47076
866,Naples,2019-07-30,0.599,27.05,26356,1265,15787.243999999999,427044.95019999996
867,Milan,2019-07-31,0.56,55.53,37146,9802,20801.760000000002,1155121.7328
868,Rome,2019-07-31,0.687,28.69,16738,5408,11499.006000000001,329906.48214000004
869,Naples,2019-07-31,0.7170000000000001,20.9,26435,1364,18953.895,396136.4055
870,Milan,2019-08-01,0.441,63.94,37241,9705,16423.281,1050104.58714
871,Rome,2019-08-01,0.466,43.78,16930,5362,7889.38,345397.0564
872,Naples,2019-08-01,0.5539999999999999,27.1,26490,1248,14675.46,397704.966
873,Milan,2019-08-02,0.46799999999999997,67.23,37182,9837,17401.176,1169881.06248
874,Rome,2019-08-02,0.6779999999999999,28.06,16888,5290,11450.063999999998,321288.7958399999
875,Naples,2019-08-02,0.7140000000000001,20.68,26245,1245,18738.93,387521.0724
876,Milan,2019-08-03,0.731,41.3,36999,9756,27046.269,1117010.9097
877,Rome,2019-08-03,0.535,39.06,16647,5309,8906.145,347874.0237
878,Naples,2019-08-03,0.409,38.38,26444,1328,10815.596,415102.57448
879,Milan,2019-08-04,0.569,51.85,37400,9733,21280.6,1103399.1099999999
880,Rome,2019-08-04,0.5770000000000001,34.99,16651,5363,9607.627,336170.86873000005
881,Naples,2019-08-04,0.6970000000000001,22.69,26842,1462,18708.874000000003,424504.3510600001
882,Milan,2019-08-05,0.381,82.64,36914,9795,14064.234,1162268.29776
883,Rome,2019-08-05,0.517,39.61,16663,5498,8614.771,341231.07931
884,Naples,2019-08-05,0.691,22.68,26767,1297,18495.997,419489.21196
885,Milan,2019-08-06,0.698,45.09,36896,9702,25753.408,1161221.16672
886,Rome,2019-08-06,0.5710000000000001,35.66,16702,5424,9536.842,340083.78572
887,Naples,2019-08-06,0.601,26.29,26861,1267,16143.461,424411.58969
888,Milan,2019-08-07,0.536,58.2,36984,9785,19823.424000000003,1153723.2768
889,Rome,2019-08-07,0.716,27.0,16658,5368,11927.127999999999,322032.45599999995
890,Naples,2019-08-07,0.402,41.99,26677,1184,10724.154,450307.22646000003
891,Milan,2019-08-08,0.605,49.55,36880,9768,22312.399999999998,1105579.42
892,Rome,2019-08-08,0.37799999999999995,52.35,16654,5293,6295.2119999999995,329554.3482
893,Naples,2019-08-08,0.5,31.97,26616,1172,13308.0,425456.76
894,Milan,2019-08-09,0.385,76.43,36706,9718,14131.81,1080094.2383
895,Rome,2019-08-09,0.521,40.2,16211,5239,8445.931,339526.42620000005
896,Naples,2019-08-09,0.5589999999999999,32.13,26491,1050,14808.469,475796.10897
897,Milan,2019-08-10,0.6729999999999999,43.79,37035,9822,24924.554999999997,1091446.2634499997
898,Rome,2019-08-10,0.58,32.39,16351,5281,9483.58,307173.1562
899,Naples,2019-08-10,0.664,27.79,26364,1204,17505.696,486483.29183999996
900,Milan,2019-08-11,0.583,49.77,37336,9854,21766.888,1083338.01576
901,Rome,2019-08-11,0.389,50.33,16506,5307,6420.834,323160.57522
902,Naples,2019-08-11,0.539,32.27,26221,1058,14133.119,456075.75013000006
903,Milan,2019-08-12,0.5720000000000001,51.66,37297,9773,21333.884000000002,1102108.44744
904,Rome,2019-08-12,0.7040000000000001,29.68,16612,5408,11694.848000000002,347103.08864000003
905,Naples,2019-08-12,0.35100000000000003,51.01,26260,1192,9217.26,470172.4326
906,Milan,2019-08-13,0.695,45.66,37009,9705,25721.254999999997,1174432.5032999997
907,Rome,2019-08-13,0.726,27.53,16743,5325,12155.418,334638.65754
908,Naples,2019-08-13,0.74,23.07,26207,1215,19393.18,447400.66260000004
909,Milan,2019-08-14,0.6970000000000001,42.48,36771,9769,25629.387000000002,1088736.3597600001
910,Rome,2019-08-14,0.5379999999999999,36.46,16917,5356,9101.346,331835.07516
911,Naples,2019-08-14,0.446,37.97,26316,1182,11736.936,445651.45992
912,Milan,2019-08-15,0.5379999999999999,58.63,36934,9857,19870.492,1165006.94596
913,Rome,2019-08-15,0.368,53.51,16980,5397,6248.64,334364.7264
914,Naples,2019-08-15,0.39899999999999997,37.61,26363,1350,10518.837,395613.45956999995
915,Milan,2019-08-16,0.627,47.74,36835,9744,23095.545,1102581.3183
916,Rome,2019-08-16,0.386,54.6,17040,5454,6577.4400000000005,359128.22400000005
917,Naples,2019-08-16,0.605,28.97,26464,1293,16010.72,463830.5584
918,Milan,2019-08-17,0.429,70.31,36924,9866,15840.395999999999,1113738.24276
919,Rome,2019-08-17,0.428,49.81,16869,5337,7219.932,359624.81292
920,Naples,2019-08-17,0.6459999999999999,25.26,26566,1462,17161.636,433502.92536
921,Milan,2019-08-18,0.483,63.33,36864,9714,17805.311999999998,1127610.40896
922,Rome,2019-08-18,0.622,33.76,17147,5303,10665.434,360065.05184
923,Naples,2019-08-18,0.451,32.71,26408,1174,11910.008,389576.36168000003
924,Milan,2019-08-19,0.609,51.38,36990,9815,22526.91,1157432.6358
925,Rome,2019-08-19,0.435,46.22,17102,5426,7439.37,343847.6814
926,Naples,2019-08-19,0.61,28.64,26556,1267,16199.16,463943.9424
927,Milan,2019-08-20,0.623,46.84,37211,9777,23182.453,1085866.0985200002
928,Rome,2019-08-20,0.447,43.97,16866,5291,7539.102,331494.31494
929,Naples,2019-08-20,0.733,22.43,26445,1192,19384.185,434787.26955
930,Milan,2019-08-21,0.5870000000000001,53.06,36969,9767,21700.803000000004,1151444.6071800003
931,Rome,2019-08-21,0.605,32.15,16964,5416,10263.22,329962.523
932,Naples,2019-08-21,0.5720000000000001,29.13,26290,1209,15037.880000000001,438053.44440000004
933,Milan,2019-08-22,0.46799999999999997,62.23,36930,9731,17283.239999999998,1075536.0251999998
934,Rome,2019-08-22,0.46799999999999997,43.23,16949,5491,7932.132,342906.06635999994
935,Naples,2019-08-22,0.569,29.11,26546,1362,15104.673999999999,439697.06013999996
936,Milan,2019-08-23,0.436,70.46,36796,9703,16043.056,1130393.7257599998
937,Rome,2019-08-23,0.512,39.31,16848,5262,8626.176,339094.97856
938,Naples,2019-08-23,0.626,26.87,26657,1394,16687.282,448387.26734
939,Milan,2019-08-24,0.516,59.05,36598,9737,18884.568,1115133.7404
940,Rome,2019-08-24,0.507,37.33,16829,5382,8532.303,318510.87098999997
941,Naples,2019-08-24,0.49200000000000005,34.53,26686,1249,13129.512,453362.04936000006
942,Milan,2019-08-25,0.7090000000000001,40.13,37071,9754,26283.339000000004,1054750.3940700002
943,Rome,2019-08-25,0.5920000000000001,34.63,17202,5531,10183.584,352657.51392000006
944,Naples,2019-08-25,0.419,38.75,26782,1315,11221.658,434839.2475
945,Milan,2019-08-26,0.506,60.78,37027,9749,18735.662,1138753.53636
946,Rome,2019-08-26,0.564,37.48,16727,5351,9434.027999999998,353587.3694399999
947,Naples,2019-08-26,0.366,45.37,26874,1341,9835.884,446254.05708
948,Milan,2019-08-27,0.507,60.46,37099,9784,18809.193,1137203.80878
949,Rome,2019-08-27,0.528,38.55,16775,5322,8857.2,341445.06
950,Naples,2019-08-27,0.581,30.72,26776,1438,15556.856,477906.61632
951,Milan,2019-08-28,0.36,81.16,37116,9729,13361.76,1084440.4416
952,Rome,2019-08-28,0.588,32.46,16932,5509,9956.016,323172.27936
953,Naples,2019-08-28,0.397,42.61,26746,1482,10618.162,452439.88282
954,Milan,2019-08-29,0.563,53.67,37301,9916,21000.463,1127094.8492100001
955,Rome,2019-08-29,0.591,35.89,17078,5595,10093.098,362241.28722
956,Naples,2019-08-29,0.5660000000000001,27.32,26803,1291,15170.498000000001,414458.00536000007
957,Milan,2019-08-30,0.7440000000000001,42.04,37267,9822,27726.648000000005,1165628.2819200002
958,Rome,2019-08-30,0.426,49.52,16945,5398,7218.57,357463.58640000003
959,Naples,2019-08-30,0.589,24.26,26964,1415,15881.795999999998,385292.37096
960,Milan,2019-08-31,0.615,48.29,36973,9788,22738.395,1098037.09455
961,Rome,2019-08-31,0.516,37.61,16976,5513,8759.616,329449.15776
962,Naples,2019-08-31,0.716,21.81,27069,1247,19381.404,422708.42123999994
963,Milan,2019-09-01,0.495,59.08,37170,9840,18399.15,1087021.7820000001
964,Rome,2019-09-01,0.56,34.65,16992,5412,9515.52,329712.768
965,Naples,2019-09-01,0.514,35.19,27437,1337,14102.618,496271.12742
966,Milan,2019-09-02,0.568,54.05,37440,9875,21265.92,1149422.9759999998
967,Rome,2019-09-02,0.7290000000000001,29.55,16637,5327,12128.373000000001,358393.42215000006
968,Naples,2019-09-02,0.603,28.3,27082,1224,16330.446,462151.6218
969,Milan,2019-09-03,0.466,66.86,37058,9783,17269.028000000002,1154607.2120800002
970,Rome,2019-09-03,0.5760000000000001,34.36,16717,5382,9628.992000000002,330852.1651200001
971,Naples,2019-09-03,0.598,28.94,26992,1397,16141.215999999999,467126.79104
972,Milan,2019-09-04,0.705,43.18,37042,9834,26114.609999999997,1127628.8598
973,Rome,2019-09-04,0.441,46.41,16561,5314,7303.401,338950.84040999995
974,Naples,2019-09-04,0.644,27.25,27130,1479,17471.72,476104.37000000005
975,Milan,2019-09-05,0.551,52.29,37281,9749,20541.831000000002,1074132.34299
976,Rome,2019-09-05,0.711,30.57,16519,5318,11745.009,359044.92513
977,Naples,2019-09-05,0.633,28.72,26875,1170,17011.875,488581.05
978,Milan,2019-09-06,0.632,49.8,36985,9815,23374.52,1164051.096
979,Rome,2019-09-06,0.6579999999999999,33.52,16809,5404,11060.321999999998,370741.99344
980,Naples,2019-09-06,0.434,32.95,26773,1234,11619.482,382861.9319
981,Milan,2019-09-07,0.374,78.37,36983,9878,13831.642,1083985.78354
982,Rome,2019-09-07,0.664,27.68,16892,5290,11216.288,310466.85184
983,Naples,2019-09-07,0.516,33.61,26817,1363,13837.572,465080.79492
984,Milan,2019-09-08,0.721,41.13,37392,9868,26959.631999999998,1108849.66416
985,Rome,2019-09-08,0.473,43.51,17063,5397,8070.799,351160.46449
986,Naples,2019-09-08,0.526,33.15,26729,1231,14059.454,466070.90009999997
987,Milan,2019-09-09,0.395,73.15,37227,9874,14704.665,1075646.24475
988,Rome,2019-09-09,0.504,40.94,17300,5493,8719.2,356964.048
989,Naples,2019-09-09,0.7,23.77,26999,1478,18899.3,449236.361
990,Milan,2019-09-10,0.593,51.55,37169,9851,22041.217,1136224.73635
991,Rome,2019-09-10,0.428,44.82,16930,5353,7246.04,324767.5128
992,Naples,2019-09-10,0.52,32.74,26654,1308,13860.08,453779.01920000004
993,Milan,2019-09-11,0.36,78.4,36976,9793,13311.359999999999,1043610.624
994,Rome,2019-09-11,0.511,37.12,16836,5488,8603.196,319350.63551999995
995,Naples,2019-09-11,0.452,36.28,26952,1457,12182.304,441973.98912000004
996,Milan,2019-09-12,0.626,47.24,36755,9818,23008.63,1086927.6812
997,Rome,2019-09-12,0.743,28.71,16832,5417,12506.176,359052.31296
998,Naples,2019-09-12,0.39299999999999996,42.59,26501,1165,10414.892999999998,443570.29286999995
999,Milan,2019-09-13,0.682,42.03,36970,9862,25213.54,1059725.0862
1000,Rome,2019-09-13,0.53,37.01,16881,5471,8946.93,331125.8793
1001,Naples,2019-09-13,0.517,33.04,26820,1406,13865.94,458130.6576
1002,Milan,2019-09-14,0.617,51.03,37022,9825,22842.574,1165656.55122
1003,Rome,2019-09-14,0.616,29.86,16788,5460,10341.408,308794.44288
1004,Naples,2019-09-14,0.618,25.08,26668,1255,16480.824,413339.06591999996
1005,Milan,2019-09-15,0.59,49.46,37101,9775,21889.59,1082659.1214
1006,Rome,2019-09-15,0.52,38.1,16863,5387,8768.76,334089.756
1007,Naples,2019-09-15,0.665,25.88,26445,1101,17585.925,455123.73899999994
1008,Milan,2019-09-16,0.439,71.52,37186,9861,16324.654,1167539.2540799999
1009,Rome,2019-09-16,0.358,52.43,16678,5301,5970.724,313045.05932
1010,Naples,2019-09-16,0.7140000000000001,23.89,26344,1349,18809.616,449361.72624000005
1011,Milan,2019-09-17,0.648,45.68,37272,9865,24152.256,1103275.0540800001
1012,Rome,2019-09-17,0.43799999999999994,46.23,16574,5438,7259.411999999999,335602.61675999995
1013,Naples,2019-09-17,0.51,33.48,26114,1384,13318.14,445891.32719999994
1014,Milan,2019-09-18,0.35700000000000004,90.89,37230,9803,13291.11,1208028.9879
1015,Rome,2019-09-18,0.502,41.86,16774,5395,8420.548,352484.13928
1016,Naples,2019-09-18,0.374,43.69,26153,1289,9781.222,427341.58917999995
